,Unnamed: 0,datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,solar_y
3934,3934,13/06/2017 22:00,?,?,?,?,?,?,10.6,0.0
3935,3935,13/06/2017 23:00,?,?,?,?,?,?,11.03636364,0.0
3936,3936,14/06/2017 00:00,?,?,?,?,?,?,11.47272727,0.0
3937,3937,14/06/2017 01:00,?,?,?,?,?,?,11.90909091,0.0
3938,3938,14/06/2017 02:00,?,?,?,?,?,?,12.34545455,0.0
3939,3939,14/06/2017 03:00,?,?,?,?,?,?,12.78181818,0.0
3940,3940,14/06/2017 04:00,?,?,?,?,?,?,13.21818182,0.0
3941,3941,14/06/2017 05:00,?,?,?,?,?,?,13.65454545,0.0
3942,3942,14/06/2017 06:00,?,?,?,?,?,?,14.09090909,64.1667
3943,3943,14/06/2017 07:00,?,?,?,?,?,?,14.52727273,0.0
3944,3944,14/06/2017 08:00,?,?,?,?,?,?,14.96363636,0.0
3945,3945,14/06/2017 09:00,?,?,?,?,?,?,15.4,0.0
3946,3946,14/06/2017 10:00,?,?,?,?,?,?,15.83636364,0.0
3947,3947,14/06/2017 11:00,?,?,?,?,?,?,16.27272727,0.0
3948,3948,14/06/2017 12:00,?,?,?,?,?,?,16.70909091,0.0
3949,3949,14/06/2017 13:00,?,?,?,?,?,?,17.14545455,0.0
3950,3950,14/06/2017 14:00,?,?,?,?,?,?,17.58181818,0.0
3951,3951,14/06/2017 15:00,?,?,?,?,?,?,18.01818182,0.0
3952,3952,14/06/2017 16:00,?,?,?,?,?,?,18.45454545,5540.1666
3953,3953,14/06/2017 17:00,?,?,?,?,?,?,18.89090909,4754.9999
3954,3954,14/06/2017 18:00,?,?,?,?,?,?,19.32727273,0.0
3955,3955,14/06/2017 19:00,?,?,?,?,?,?,19.76363636,0.0
3956,3956,14/06/2017 20:00,?,?,?,?,?,?,20.2,1447.1667
3957,3957,14/06/2017 21:00,?,?,?,?,?,?,20.63636364,0.0
3958,3958,14/06/2017 22:00,?,?,?,?,?,?,21.07272727,89.8333
3959,3959,14/06/2017 23:00,?,?,?,?,?,?,21.50909091,0.0
3960,3960,15/06/2017 00:00,?,?,?,?,?,?,21.94545455,0.0
3961,3961,15/06/2017 01:00,?,?,?,?,?,?,22.38181818,0.0
3962,3962,15/06/2017 02:00,?,?,?,?,?,?,22.81818182,0.0
3963,3963,15/06/2017 03:00,?,?,?,?,?,?,23.25454545,0.0
3964,3964,15/06/2017 04:00,?,?,?,?,?,?,23.69090909,0.0
3965,3965,15/06/2017 05:00,?,?,?,?,?,?,24.12727273,0.0
3966,3966,15/06/2017 06:00,?,?,?,?,?,?,24.56363636,0.0
3967,3967,15/06/2017 07:00,?,?,?,?,?,?,25.0,0.0
3968,3968,15/06/2017 08:00,1.616,0.07,238.12,6.8,0,0,18.0,0.0
3969,3969,15/06/2017 09:00,1.46,0.24,241.13,6,1,2,18.0,0.0
3970,3970,15/06/2017 10:00,0.204,0,239.34,0.8,1,0,1.0,0.0
3971,3971,15/06/2017 11:00,0.318,0.232,238.79,1.6,0,2,1.0,0.0
3972,3972,15/06/2017 12:00,0.136,0,239.64,0.6,0,0,1.0,3533.8333
3973,3973,15/06/2017 13:00,0.392,0.342,240.3,2,0,1,1.0,2987.1666
3974,3974,15/06/2017 14:00,0.202,0.084,237.97,0.8,0,0,1.0,0.0
3975,3975,15/06/2017 15:00,0.338,0.24,240.91,1.6,0,1,1.0,0.0
3976,3976,15/06/2017 16:00,0.15,0,240.61,0.6,0,0,1.0,0.0
3977,3977,15/06/2017 17:00,0.352,0.246,243.04,1.8,0,2,0.0,0.0
3978,3978,15/06/2017 18:00,1.6,0,241.59,6.6,0,0,19.0,0.0
3979,3979,15/06/2017 19:00,1.488,0.21,241.52,6.2,0,0,18.0,0.0
3980,3980,15/06/2017 20:00,0.758,0.224,242.58,3.2,0,0,1.0,0.0
3981,3981,15/06/2017 21:00,0.436,0.23,241.42,2.2,0,0,2.0,347.4999
3982,3982,15/06/2017 22:00,1.54,0.098,241.04,6.4,0,0,19.0,0.0
3983,3983,15/06/2017 23:00,0.436,0.244,244.91,2,0,0,1.0,0.0
3984,3984,16/06/2017 00:00,0.152,0,240.55,0.8,0,0,1.0,0.0
3985,3985,16/06/2017 01:00,0.274,0.13,242.07,1.4,0,0,1.0,0.0
3986,3986,16/06/2017 02:00,0.232,0.1,241.79,1.2,0,0,0.0,0.0
3987,3987,16/06/2017 03:00,0.266,0.136,244.07,1.2,0,0,1.0,0.0
3988,3988,16/06/2017 04:00,0.154,0,242.27,0.8,0,0,1.0,0.0
3989,3989,16/06/2017 05:00,0.328,0.226,240.4,1.6,0,0,0.0,0.0
3990,3990,16/06/2017 06:00,0.154,0,241.29,0.8,0,0,1.0,0.0
3991,3991,16/06/2017 07:00,4.544,0.106,239.48,19,0,0,19.0,252.4999
3992,3992,16/06/2017 08:00,1.37,0.082,239.64,5.6,1,0,18.0,0.0
3993,3993,16/06/2017 09:00,2.566,0.208,237.65,11.6,2,0,18.0,0.0
3994,3994,16/06/2017 10:00,1.282,0,237.69,5.4,0,0,18.0,0.0
3995,3995,16/06/2017 11:00,1.288,0.112,239.16,5.4,0,0,18.0,1131.8333
3996,3996,16/06/2017 12:00,1.26,0.084,239.17,5.2,0,0,18.0,0.0
3997,3997,16/06/2017 13:00,1.376,0.178,239.56,5.8,0,0,18.0,2117.5001
3998,3998,16/06/2017 14:00,1.632,0.258,236.26,7,0,0,23.0,0.0
3999,3999,16/06/2017 15:00,3.336,0,237.58,14,38,0,17.0,0.0
4000,4000,16/06/2017 16:00,0.414,0.124,240.85,1.8,0,0,0.0,0.0
4001,4001,16/06/2017 17:00,0.17,0,242.57,0.8,0,0,1.0,1635.8333
4002,4002,16/06/2017 18:00,0.368,0.19,239.44,1.6,0,0,1.0,0.0
4003,4003,16/06/2017 19:00,1.36,0.094,241.06,5.6,0,0,19.0,0.0
4004,4004,16/06/2017 20:00,2.352,0.118,240.7,10.6,0,11,19.0,0.0
4005,4005,16/06/2017 21:00,0.236,0.088,241.15,1,0,0,1.0,335.8334
4006,4006,16/06/2017 22:00,0.964,0.274,238.64,4.2,1,0,1.0,69.1667
4007,4007,16/06/2017 23:00,0.74,0.132,243.63,3,0,0,1.0,0.0
4008,4008,17/06/2017 00:00,0.24,0.142,245.07,1,0,0,0.0,0.0
4009,4009,17/06/2017 01:00,0.178,0,241.18,0.8,0,0,1.0,0.0
4010,4010,17/06/2017 02:00,0.212,0.096,240.76,1,0,0,1.0,0.0
4011,4011,17/06/2017 03:00,0.222,0.08,241.22,1,0,0,0.0,0.0
4012,4012,17/06/2017 04:00,0.14,0,242.27,0.6,0,0,0.0,0.0
4013,4013,17/06/2017 05:00,0.334,0.232,241.33,1.8,0,0,1.0,0.0
4014,4014,17/06/2017 06:00,0.2,0.086,243.7,0.8,0,0,1.0,0.0
4015,4015,17/06/2017 07:00,1.486,0.108,238.93,6.2,0,0,19.0,0.0
4016,4016,17/06/2017 08:00,1.882,0.114,240.89,7.8,0,0,29.0,0.0
4017,4017,17/06/2017 09:00,1.196,0,239.76,5,0,0,18.0,0.0
4018,4018,17/06/2017 10:00,0.324,0.214,237.99,1.6,0,0,1.0,0.0
4019,4019,17/06/2017 11:00,0.136,0,240.56,0.6,0,0,1.0,0.0
4020,4020,17/06/2017 12:00,0.302,0.152,239.64,1.4,0,1,1.0,0.0
4021,4021,17/06/2017 13:00,0.71,0.1,240.16,3.2,0,0,10.0,0.0
4022,4022,17/06/2017 14:00,0.196,0,237.75,0.8,0,0,1.0,0.0
4023,4023,17/06/2017 15:00,0.336,0.138,242.82,1.4,0,0,0.0,0.0
4024,4024,17/06/2017 16:00,0.342,0.214,241.72,1.6,0,1,1.0,0.0
4025,4025,17/06/2017 17:00,0.346,0.228,243.73,1.6,0,0,1.0,0.0
4026,4026,17/06/2017 18:00,1.452,0.316,239.03,6.2,0,1,19.0,0.0
4027,4027,17/06/2017 19:00,0.346,0,241.41,1.4,0,0,1.0,715.6667
4028,4028,17/06/2017 20:00,0.598,0.512,243.56,3.2,0,2,1.0,0.0
4029,4029,17/06/2017 21:00,1.778,0.238,241.34,7.4,1,0,18.0,0.0
4030,4030,17/06/2017 22:00,1.526,0.318,239.75,6.4,1,1,0.0,0.0
4031,4031,17/06/2017 23:00,1.294,0.068,241.98,5.4,0,0,1.0,0.0
4032,4032,18/06/2017 00:00,0.316,0.244,242.8,1.6,0,1,1.0,0.0
4033,4033,18/06/2017 01:00,0.142,0,241.52,0.6,0,0,1.0,0.0
4034,4034,18/06/2017 02:00,0.396,0.338,240.45,2,0,1,1.0,0.0
4035,4035,18/06/2017 03:00,0.14,0,243.91,0.6,0,0,1.0,0.0
4036,4036,18/06/2017 04:00,0.33,0.246,243.41,1.6,0,1,0.0,0.0
4037,4037,18/06/2017 05:00,0.178,0,243.28,1,0,0,1.0,0.0
4038,4038,18/06/2017 06:00,0.33,0.242,242.1,1.6,0,1,1.0,0.0
4039,4039,18/06/2017 07:00,0.198,0,239.25,0.8,0,0,1.0,348.3333
4040,4040,18/06/2017 08:00,1.476,0.206,236.63,6.2,0,1,18.0,0.0
4041,4041,18/06/2017 09:00,1.19,0,239.11,4.8,0,0,18.0,0.0
4042,4042,18/06/2017 10:00,1.376,0.19,238.19,5.8,0,0,18.0,0.0
4043,4043,18/06/2017 11:00,1.258,0.068,239.17,5.2,0,0,18.0,0.0
4044,4044,18/06/2017 12:00,1.272,0,239.86,5.2,0,0,18.0,0.0
4045,4045,18/06/2017 13:00,0.138,0,242.24,0.6,0,0,1.0,0.0
4046,4046,18/06/2017 14:00,0.21,0.078,238.03,0.8,0,0,1.0,0.0
4047,4047,18/06/2017 15:00,0.21,0.092,243.74,0.8,0,0,0.0,0.0
4048,4048,18/06/2017 16:00,0.146,0,240.58,0.6,0,0,1.0,0.0
4049,4049,18/06/2017 17:00,0.146,0,241.31,0.6,0,0,1.0,4912.0
4050,4050,18/06/2017 18:00,0.918,0.216,241.08,3.8,0,0,12.0,0.0
4051,4051,18/06/2017 19:00,1.524,0.144,242.77,6.4,0,0,21.0,0.0
4052,4052,18/06/2017 20:00,1.248,0,242.5,5,0,0,19.0,1099.1666
4053,4053,18/06/2017 21:00,1.418,0.086,241.86,5.8,0,0,18.0,0.0
4054,4054,18/06/2017 22:00,1.086,0,238.42,4.4,0,0,1.0,0.0
4055,4055,18/06/2017 23:00,1.088,0.214,241.97,4.6,0,0,0.0,0.0
4056,4056,19/06/2017 00:00,0.724,0,244.9,2.8,0,0,0.0,0.0
4057,4057,19/06/2017 01:00,0.258,0.096,243.2,1,0,0,0.0,0.0
4058,4058,19/06/2017 02:00,0.238,0.058,240.55,1,0,0,0.0,0.0
4059,4059,19/06/2017 03:00,0.256,0.098,242.61,1,0,0,0.0,0.0
4060,4060,19/06/2017 04:00,1.214,0,241.47,5,0,0,18.0,0.0
4061,4061,19/06/2017 05:00,0.26,0.118,242.01,1.2,0,0,1.0,0.0
4062,4062,19/06/2017 06:00,0.14,0,242.94,0.6,0,0,1.0,108.9167
4063,4063,19/06/2017 07:00,2.876,0.276,237.87,12,0,0,29.0,452.8334
4064,4064,19/06/2017 08:00,1.634,0,238.39,7,1,0,24.0,0.0
4065,4065,19/06/2017 09:00,1.396,0.144,239.66,5.8,2,0,18.0,1986.1667
4066,4066,19/06/2017 10:00,1.2,0,240.06,5,0,0,19.0,0.0
4067,4067,19/06/2017 11:00,0.17,0,241.32,0.8,0,0,1.0,4567.5
4068,4068,19/06/2017 12:00,0.212,0.086,241.62,0.8,0,0,1.0,0.0
4069,4069,19/06/2017 13:00,0.168,0,241.05,0.8,0,0,0.0,0.0
4070,4070,19/06/2017 14:00,0.136,0,240.38,0.6,0,0,1.0,0.0
4071,4071,19/06/2017 15:00,0.214,0.086,241.81,0.8,0,0,1.0,0.0
4072,4072,19/06/2017 16:00,0.138,0,242.33,0.6,0,0,0.0,0.0
4073,4073,19/06/2017 17:00,0.25,0,240.4,1,0,0,1.0,0.0
4074,4074,19/06/2017 18:00,1.52,0,238.25,7,0,0,18.0,652.6666
4075,4075,19/06/2017 19:00,0.29,0.076,241.26,1.2,0,0,1.0,404.1667
4076,4076,19/06/2017 20:00,0.442,0.144,239.97,2,0,0,0.0,0.0
4077,4077,19/06/2017 21:00,1.124,0,242.66,4.6,0,0,1.0,0.0
4078,4078,19/06/2017 22:00,1.114,0.052,242.27,4.6,0,0,1.0,0.0
4079,4079,19/06/2017 23:00,1.754,0.214,243.73,7.2,0,1,11.0,0.0
4080,4080,20/06/2017 00:00,0.914,0,246.02,3.6,0,0,0.0,0.0
4081,4081,20/06/2017 01:00,1.742,0.194,242.23,7.2,0,1,18.0,0.0
4082,4082,20/06/2017 02:00,0.546,0.06,240.21,2.2,0,0,0.0,0.0
4083,4083,20/06/2017 03:00,0.216,0.106,241.94,1,0,2,1.0,0.0
4084,4084,20/06/2017 04:00,0.162,0,243.22,0.6,0,0,1.0,0.0
4085,4085,20/06/2017 05:00,0.26,0.174,243.53,1.2,0,1,0.0,0.0
4086,4086,20/06/2017 06:00,0.81,0.134,242.66,3.4,0,0,12.0,0.0
4087,4087,20/06/2017 07:00,1.468,0.09,241.71,6,0,1,18.0,0.0
4088,4088,20/06/2017 08:00,1.342,0.098,239.1,5.6,0,0,18.0,0.0
4089,4089,20/06/2017 09:00,1.378,0.206,239.29,5.8,0,2,19.0,1744.8334
4090,4090,20/06/2017 10:00,0.138,0,240.29,0.6,0,0,1.0,3388.6666
4091,4091,20/06/2017 11:00,2.46,0.382,239.77,10.6,0,34,0.0,0.0
4092,4092,20/06/2017 12:00,2.986,0.486,238.25,12.6,0,0,18.0,0.0
4093,4093,20/06/2017 13:00,1.326,0.118,241.42,5.4,0,1,19.0,0.0
4094,4094,20/06/2017 14:00,1.258,0.072,239.53,5.2,0,0,18.0,0.0
4095,4095,20/06/2017 15:00,0.454,0.252,238.53,2.4,0,1,3.0,0.0
4096,4096,20/06/2017 16:00,0.134,0,239.79,0.6,0,0,1.0,5447.8332
4097,4097,20/06/2017 17:00,0.378,0.336,242.61,2,0,1,0.0,0.0
4098,4098,20/06/2017 18:00,0.256,0.118,241.71,1.2,0,0,0.0,0.0
4099,4099,20/06/2017 19:00,0.324,0.1,240.64,1.4,0,1,1.0,0.0
4100,4100,20/06/2017 20:00,0.41,0.224,243.26,1.8,0,0,1.0,1941.4999
4101,4101,20/06/2017 21:00,0.238,0,241.78,1,0,0,0.0,0.0
4102,4102,20/06/2017 22:00,0.236,0,240.97,1,0,0,1.0,0.0
4103,4103,20/06/2017 23:00,0.416,0.194,244.33,2,0,0,1.0,0.0
4104,4104,21/06/2017 00:00,1.372,0.046,242.28,5.6,0,0,19.0,0.0
4105,4105,21/06/2017 01:00,0.334,0.112,240.73,1.4,0,0,1.0,0.0
4106,4106,21/06/2017 02:00,0.234,0,239.61,1,0,0,0.0,0.0
4107,4107,21/06/2017 03:00,0.408,0.218,241.91,1.8,0,0,1.0,0.0
4108,4108,21/06/2017 04:00,0.242,0,243.87,1,0,0,1.0,0.0
4109,4109,21/06/2017 05:00,0.24,0,243.05,1,0,0,1.0,0.0
4110,4110,21/06/2017 06:00,0.346,0.116,242.75,1.4,0,0,1.0,0.0
4111,4111,21/06/2017 07:00,0.312,0.082,240.78,1.2,0,0,0.0,0.0
4112,4112,21/06/2017 08:00,0.334,0.11,239.89,1.4,0,0,1.0,0.0
4113,4113,21/06/2017 09:00,0.234,0,239.05,1,0,0,1.0,2132.5
4114,4114,21/06/2017 10:00,1.318,0.096,238.64,5.4,0,0,18.0,2846.8333
4115,4115,21/06/2017 11:00,0.844,0.226,241.54,3.6,0,0,11.0,0.0
4116,4116,21/06/2017 12:00,0.362,0.254,239.93,1.8,0,1,1.0,6038.3334
4117,4117,21/06/2017 13:00,0.184,0,244.25,0.8,0,0,1.0,0.0
4118,4118,21/06/2017 14:00,0.244,0.116,238.15,1.2,0,1,0.0,0.0
4119,4119,21/06/2017 15:00,0.26,0.146,243.19,1.2,0,0,0.0,1644.5
4120,4120,21/06/2017 16:00,0.31,0.224,239.92,1.6,0,2,1.0,3883.1667
4121,4121,21/06/2017 17:00,0.302,0.134,240.56,1.4,0,0,0.0,0.0
4122,4122,21/06/2017 18:00,0.41,0.064,240.57,1.8,0,2,0.0,0.0
4123,4123,21/06/2017 19:00,1.338,0.116,240.71,5.6,0,0,18.0,791.5
4124,4124,21/06/2017 20:00,2.032,0.45,239.14,8.6,1,1,26.0,0.0
4125,4125,21/06/2017 21:00,1.504,0.1,242.19,6.2,1,0,19.0,0.0
4126,4126,21/06/2017 22:00,0.382,0.228,240.22,1.8,0,2,0.0,0.0
4127,4127,21/06/2017 23:00,0.896,0.056,239.75,3.6,0,0,1.0,0.0
4128,4128,22/06/2017 00:00,0.374,0.236,243.18,1.8,0,0,1.0,0.0
4129,4129,22/06/2017 01:00,0.14,0,242.97,0.6,0,0,1.0,0.0
4130,4130,22/06/2017 02:00,0.234,0.102,240.56,1,0,0,1.0,0.0
4131,4131,22/06/2017 03:00,0.216,0.078,242.64,0.8,0,0,0.0,0.0
4132,4132,22/06/2017 04:00,0.138,0,242.65,0.6,0,0,0.0,0.0
4133,4133,22/06/2017 05:00,0.242,0.102,241.03,1,0,0,1.0,0.0
4134,4134,22/06/2017 06:00,0.138,0,242.07,0.6,0,0,1.0,0.0
4135,4135,22/06/2017 07:00,0.366,0.202,240.85,1.8,0,0,0.0,0.0
4136,4136,22/06/2017 08:00,1.3,0,240.03,5.4,0,0,18.0,0.0
4137,4137,22/06/2017 09:00,1.284,0,238.13,5.4,0,0,18.0,1309.6666
4138,4138,22/06/2017 10:00,1.386,0.202,240.42,5.8,0,0,19.0,2175.6666
4139,4139,22/06/2017 11:00,1.196,0,238.75,5,0,0,18.0,0.0
4140,4140,22/06/2017 12:00,1.326,0.106,242.91,5.4,0,0,18.0,0.0
4141,4141,22/06/2017 13:00,1.192,0,239.44,4.8,0,0,19.0,0.0
4142,4142,22/06/2017 14:00,1.342,0.192,237.63,5.6,0,0,18.0,4141.6666
4143,4143,22/06/2017 15:00,0.214,0.108,243.73,1,0,2,0.0,0.0
4144,4144,22/06/2017 16:00,0.136,0,240.57,0.6,0,0,1.0,0.0
4145,4145,22/06/2017 17:00,0.332,0.234,242.2,1.6,0,1,1.0,0.0
4146,4146,22/06/2017 18:00,0.358,0.108,242.23,1.4,0,0,1.0,1175.0
4147,4147,22/06/2017 19:00,0.372,0.182,238.56,1.6,0,1,0.0,0.0
4148,4148,22/06/2017 20:00,0.558,0.292,239.99,2.6,0,0,1.0,0.0
4149,4149,22/06/2017 21:00,1.822,0.432,241.48,7.6,0,1,19.0,0.0
4150,4150,22/06/2017 22:00,3.03,0.07,238.05,12.6,0,0,18.0,7.6667
4151,4151,22/06/2017 23:00,0.394,0.29,245.21,2,0,1,1.0,0.0
4152,4152,23/06/2017 00:00,0.192,0,243.33,1,0,0,1.0,0.0
4153,4153,23/06/2017 01:00,0.998,0.362,241.58,4.4,0,2,12.0,0.0
4154,4154,23/06/2017 02:00,0.136,0,240.37,0.6,0,0,0.0,0.0
4155,4155,23/06/2017 03:00,0.332,0.226,241.61,1.6,0,2,1.0,0.0
4156,4156,23/06/2017 04:00,1.274,0.058,240.72,5.2,0,0,19.0,0.0
4157,4157,23/06/2017 05:00,0.138,0,241.43,0.6,0,0,1.0,0.0
4158,4158,23/06/2017 06:00,0.138,0,241.99,0.6,0,0,1.0,172.6666
4159,4159,23/06/2017 07:00,1.322,0.052,238.99,5.4,0,0,19.0,0.0
4160,4160,23/06/2017 08:00,2.626,0.176,237.54,11,0,0,17.0,0.0
4161,4161,23/06/2017 09:00,1.298,0,239.03,5.4,0,0,18.0,0.0
4162,4162,23/06/2017 10:00,0.656,0.396,241.78,4,0,0,1.0,2522.5001
4163,4163,23/06/2017 11:00,0.216,0.08,242.55,0.8,0,0,0.0,0.0
4164,4164,23/06/2017 12:00,1.302,0.098,241.27,5.4,0,0,19.0,0.0
4165,4165,23/06/2017 13:00,0.134,0,239.87,0.6,0,0,1.0,0.0
4166,4166,23/06/2017 14:00,0.23,0.104,239.54,1,0,0,1.0,1266.8334
4167,4167,23/06/2017 15:00,0.212,0.08,242.28,0.8,0,0,1.0,0.0
4168,4168,23/06/2017 16:00,0.91,0.242,241.12,3.8,0,0,12.0,0.0
4169,4169,23/06/2017 17:00,0.136,0,241.76,0.6,0,0,1.0,660.8333
4170,4170,23/06/2017 18:00,0.25,0.104,240.56,1,0,0,1.0,0.0
4171,4171,23/06/2017 19:00,0.274,0.074,240.01,1.2,0,0,0.0,0.0
4172,4172,23/06/2017 20:00,1.544,0.14,238.45,6.4,0,0,18.0,0.0
4173,4173,23/06/2017 21:00,3.176,0.084,240.07,13.2,38,0,12.0,0.0
4174,4174,23/06/2017 22:00,1.006,0,241.93,4,0,0,1.0,0.0
4175,4175,23/06/2017 23:00,1.808,0,241.98,7.4,0,0,19.0,0.0
4176,4176,24/06/2017 00:00,0.97,0.086,243.87,4.4,0,0,1.0,0.0
4177,4177,24/06/2017 01:00,0.16,0,243.17,0.6,0,0,1.0,0.0
4178,4178,24/06/2017 02:00,0.214,0.08,240.49,1,0,0,1.0,0.0
4179,4179,24/06/2017 03:00,0.14,0,242.04,0.6,0,0,0.0,0.0
4180,4180,24/06/2017 04:00,1.024,0.418,242.16,4.6,0,0,12.0,0.0
4181,4181,24/06/2017 05:00,0.14,0,241.54,0.6,0,0,0.0,0.0
4182,4182,24/06/2017 06:00,0.308,0.234,241.93,1.6,0,2,1.0,0.0
4183,4183,24/06/2017 07:00,1.51,0.048,238.65,6.2,0,0,18.0,0.0
4184,4184,24/06/2017 08:00,2.23,0.236,238.25,9.6,0,3,18.0,0.0
4185,4185,24/06/2017 09:00,1.182,0,238.15,4.8,0,0,18.0,0.0
4186,4186,24/06/2017 10:00,1.42,0.306,238.02,6,0,1,18.0,1573.0
4187,4187,24/06/2017 11:00,1.176,0,235.54,5,0,0,18.0,0.0
4188,4188,24/06/2017 12:00,1.456,0.198,239.86,6,0,3,18.0,0.0
4189,4189,24/06/2017 13:00,1.376,0.058,240.83,5.6,0,1,18.0,4441.8334
4190,4190,24/06/2017 14:00,1.364,0.194,236.54,5.8,0,2,18.0,0.0
4191,4191,24/06/2017 15:00,3.482,0.076,237.13,14.6,0,38,18.0,0.0
4192,4192,24/06/2017 16:00,0.558,0.312,241.23,2.6,0,2,1.0,6255.6666
4193,4193,24/06/2017 17:00,0.294,0.066,242.58,1.2,0,0,0.0,3922.3333
4194,4194,24/06/2017 18:00,1.496,0.298,239.03,6.4,0,1,18.0,0.0
4195,4195,24/06/2017 19:00,3.8,0.306,238.08,16,38,0,18.0,0.0
4196,4196,24/06/2017 20:00,1.64,0.346,240.22,7,2,1,18.0,0.0
4197,4197,24/06/2017 21:00,0.392,0.246,243.67,2,0,0,0.0,0.0
4198,4198,24/06/2017 22:00,1.852,0.216,238.75,7.8,1,1,18.0,0.0
4199,4199,24/06/2017 23:00,0.208,0,244.74,0.8,0,0,1.0,0.0
4200,4200,25/06/2017 00:00,0.292,0.206,244.82,1.4,0,1,0.0,0.0
4201,4201,25/06/2017 01:00,0.232,0.098,239.91,1,0,0,0.0,0.0
4202,4202,25/06/2017 02:00,0.216,0.088,240.81,1,0,1,0.0,0.0
4203,4203,25/06/2017 03:00,0.172,0,243.26,0.8,0,0,1.0,0.0
4204,4204,25/06/2017 04:00,1,0.36,241.3,4.4,0,2,12.0,0.0
4205,4205,25/06/2017 05:00,0.214,0.072,241.96,0.8,0,0,0.0,0.0
4206,4206,25/06/2017 06:00,0.32,0.23,242.51,1.6,0,1,0.0,0.0
4207,4207,25/06/2017 07:00,1.314,0,238.79,5.4,0,0,18.0,0.0
4208,4208,25/06/2017 08:00,2.424,0.162,238.23,10.4,0,1,18.0,0.0
4209,4209,25/06/2017 09:00,1.288,0.082,237.82,5.4,0,0,17.0,0.0
4210,4210,25/06/2017 10:00,0.218,0.098,241.25,1,0,1,1.0,0.0
4211,4211,25/06/2017 11:00,0.244,0.102,238.79,1,0,0,1.0,0.0
4212,4212,25/06/2017 12:00,0.312,0.228,240.47,1.6,0,1,1.0,5187.0
4213,4213,25/06/2017 13:00,0.214,0.078,240.66,0.8,0,0,1.0,0.0
4214,4214,25/06/2017 14:00,0.386,0.32,238.21,2,0,1,0.0,0.0
4215,4215,25/06/2017 15:00,0.206,0.078,240.86,0.8,0,0,1.0,5199.4998
4216,4216,25/06/2017 16:00,0.266,0.168,241.72,1.2,0,1,1.0,4969.5001
4217,4217,25/06/2017 17:00,0.26,0.108,241.65,1.2,0,0,0.0,2836.4999
4218,4218,25/06/2017 18:00,1.42,0,239.68,5.8,0,2,18.0,0.0
4219,4219,25/06/2017 19:00,0.24,0.07,241.61,1,0,0,0.0,0.0
4220,4220,25/06/2017 20:00,0.702,0.324,241.67,3.2,0,1,1.0,0.0
4221,4221,25/06/2017 21:00,0.584,0.39,241.29,2.8,0,0,1.0,0.0
4222,4222,25/06/2017 22:00,1.646,0.258,239.53,6.8,0,1,18.0,0.0
4223,4223,25/06/2017 23:00,0.91,0.228,241.24,4,0,0,10.0,0.0
4224,4224,26/06/2017 00:00,0.218,0.102,243.32,1,0,2,0.0,0.0
4225,4225,26/06/2017 01:00,0.3,0.212,241.88,1.4,0,0,1.0,0.0
4226,4226,26/06/2017 02:00,0.214,0.092,240.15,1,0,1,1.0,0.0
4227,4227,26/06/2017 03:00,0.238,0.11,242.38,1,0,0,0.0,0.0
4228,4228,26/06/2017 04:00,0.906,0.252,243.59,3.8,0,1,12.0,0.0
4229,4229,26/06/2017 05:00,0.234,0.076,243.26,1,0,0,0.0,0.0
4230,4230,26/06/2017 06:00,0.31,0.236,243.02,1.6,0,1,1.0,0.0
4231,4231,26/06/2017 07:00,1.428,0.054,239.22,6,0,0,19.0,470.3333
4232,4232,26/06/2017 08:00,1.53,0.3,239.31,6.4,0,2,18.0,980.3333
4233,4233,26/06/2017 09:00,3.504,0,236.4,14.8,37,0,17.0,0.0
4234,4234,26/06/2017 10:00,1.444,0.192,236.56,6,1,2,18.0,0.0
4235,4235,26/06/2017 11:00,1.212,0.052,238.51,5,0,0,18.0,0.0
4236,4236,26/06/2017 12:00,0.218,0.104,240.58,1,0,1,1.0,0.0
4237,4237,26/06/2017 13:00,0.312,0.212,239.11,1.6,0,0,1.0,677.8333
4238,4238,26/06/2017 14:00,0.28,0.194,236.99,1.4,0,1,1.0,0.0
4239,4239,26/06/2017 15:00,0.988,0.318,237.02,4.4,0,0,12.0,0.0
4240,4240,26/06/2017 16:00,0.284,0.208,240.85,1.4,0,1,1.0,0.0
4241,4241,26/06/2017 17:00,1.488,0.1,238.52,7.4,0,0,0.0,0.0
4242,4242,26/06/2017 18:00,1.452,0.216,239.23,6,0,1,18.0,0.0
4243,4243,26/06/2017 19:00,0.566,0.286,241.28,2.8,0,0,1.0,0.0
4244,4244,26/06/2017 20:00,0.704,0.472,241.47,3.4,0,1,1.0,0.0
4245,4245,26/06/2017 21:00,0.466,0.196,240.4,2.2,0,0,1.0,0.0
4246,4246,26/06/2017 22:00,2.162,0.164,239.96,9,0,0,18.0,0.0
4247,4247,26/06/2017 23:00,0.822,0.064,241.7,3.4,1,0,0.0,0.0
4248,4248,27/06/2017 00:00,1.388,0.188,242.16,5.8,0,0,0.0,0.0
4249,4249,27/06/2017 01:00,3.546,0,237.16,14.8,37,0,18.0,0.0
4250,4250,27/06/2017 02:00,0.518,0.226,240.65,2.4,1,0,1.0,0.0
4251,4251,27/06/2017 03:00,0.408,0.338,243.85,2.2,0,1,1.0,0.0
4252,4252,27/06/2017 04:00,0.158,0,244.44,0.6,0,0,0.0,0.0
